"year","unitid","inst_name","state_name","state_of_residence","type_of_freshman","enrollment_fall"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Florida","Graduated from HS in past 12 months","1"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Maine","Graduated from HS in past 12 months","84"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Massachusetts","Graduated from HS in past 12 months","6"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","US total","Total","150"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Texas","Graduated from HS in past 12 months","1"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Total","Graduated from HS in past 12 months","132"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Maryland","Graduated from HS in past 12 months","1"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Foreign countries","Graduated from HS in past 12 months","7"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Connecticut","Graduated from HS in past 12 months","4"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Maine","Total","107"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Pennsylvania","Total","3"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Ohio","Graduated from HS in past 12 months","3"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","New York","Total","3"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Illinois","Graduated from HS in past 12 months","2"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Florida","Total","1"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Texas","Total","1"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Minnesota","Graduated from HS in past 12 months","1"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Massachusetts","Total","6"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","New Hampshire","Total","4"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Michigan","Total","4"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Ohio","Total","3"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Vermont","Total","3"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Missouri","Total","2"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Michigan","Graduated from HS in past 12 months","4"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Hawaii","Total","2"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","Total","Total","160"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","New York","Graduated from HS in past 12 months","3"
"2003","161244","UNIVERSITY OF MAINE AT MACHIAS","Maine","New Jersey","Graduated from HS in past 12 months","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","California","Graduated from HS in past 12 months","5"
"2003","161253","UNIVERSITY OF MAINE","Maine","Texas","Total","4"
"2003","161253","UNIVERSITY OF MAINE","Maine","Washington","Total","2"
"2003","161253","UNIVERSITY OF MAINE","Maine","Missouri","Graduated from HS in past 12 months","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","Illinois","Total","3"
"2003","161253","UNIVERSITY OF MAINE","Maine","Rhode Island","Graduated from HS in past 12 months","6"
"2003","161253","UNIVERSITY OF MAINE","Maine","Illinois","Graduated from HS in past 12 months","3"
"2003","161253","UNIVERSITY OF MAINE","Maine","California","Total","6"
"2003","161253","UNIVERSITY OF MAINE","Maine","Wisconsin","Graduated from HS in past 12 months","2"
"2003","161253","UNIVERSITY OF MAINE","Maine","Foreign countries","Graduated from HS in past 12 months","30"
"2003","161253","UNIVERSITY OF MAINE","Maine","Georgia","Total","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","Washington","Graduated from HS in past 12 months","2"
"2003","161253","UNIVERSITY OF MAINE","Maine","Arkansas","Total","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","Pennsylvania","Total","12"
"2003","161253","UNIVERSITY OF MAINE","Maine","Foreign countries","Total","30"
"2003","161253","UNIVERSITY OF MAINE","Maine","Minnesota","Total","3"
"2003","161253","UNIVERSITY OF MAINE","Maine","Arkansas","Graduated from HS in past 12 months","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","Maryland","Total","3"
"2003","161253","UNIVERSITY OF MAINE","Maine","Maryland","Graduated from HS in past 12 months","3"
"2003","161253","UNIVERSITY OF MAINE","Maine","New Hampshire","Total","40"
"2003","161253","UNIVERSITY OF MAINE","Maine","North Carolina","Total","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","Ohio","Graduated from HS in past 12 months","5"
"2003","161253","UNIVERSITY OF MAINE","Maine","Texas","Graduated from HS in past 12 months","2"
"2003","161253","UNIVERSITY OF MAINE","Maine","US total","Total","1656"
"2003","161253","UNIVERSITY OF MAINE","Maine","Virginia","Total","4"
"2003","161253","UNIVERSITY OF MAINE","Maine","Total","Total","1686"
"2003","161253","UNIVERSITY OF MAINE","Maine","Oklahoma","Total","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","Vermont","Graduated from HS in past 12 months","18"
"2003","161253","UNIVERSITY OF MAINE","Maine","Connecticut","Graduated from HS in past 12 months","41"
"2003","161253","UNIVERSITY OF MAINE","Maine","Maine","Total","1365"
"2003","161253","UNIVERSITY OF MAINE","Maine","Pennsylvania","Graduated from HS in past 12 months","11"
"2003","161253","UNIVERSITY OF MAINE","Maine","Massachusetts","Total","92"
"2003","161253","UNIVERSITY OF MAINE","Maine","Florida","Total","2"
"2003","161253","UNIVERSITY OF MAINE","Maine","Ohio","Total","5"
"2003","161253","UNIVERSITY OF MAINE","Maine","Total","Graduated from HS in past 12 months","1571"
"2003","161253","UNIVERSITY OF MAINE","Maine","Minnesota","Graduated from HS in past 12 months","2"
"2003","161253","UNIVERSITY OF MAINE","Maine","Missouri","Total","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","Rhode Island","Total","6"
"2003","161253","UNIVERSITY OF MAINE","Maine","US total","Graduated from HS in past 12 months","1541"
"2003","161253","UNIVERSITY OF MAINE","Maine","New York","Total","22"
"2003","161253","UNIVERSITY OF MAINE","Maine","North Carolina","Graduated from HS in past 12 months","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","Massachusetts","Graduated from HS in past 12 months","90"
"2003","161253","UNIVERSITY OF MAINE","Maine","Maine","Graduated from HS in past 12 months","1263"
"2003","161253","UNIVERSITY OF MAINE","Maine","Florida","Graduated from HS in past 12 months","2"
"2003","161253","UNIVERSITY OF MAINE","Maine","Oklahoma","Graduated from HS in past 12 months","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","Virginia","Graduated from HS in past 12 months","3"
"2003","161253","UNIVERSITY OF MAINE","Maine","New Jersey","Graduated from HS in past 12 months","17"
"2003","161253","UNIVERSITY OF MAINE","Maine","Vermont","Total","18"
"2003","161253","UNIVERSITY OF MAINE","Maine","New York","Graduated from HS in past 12 months","21"
"2003","161253","UNIVERSITY OF MAINE","Maine","Connecticut","Total","44"
"2003","161253","UNIVERSITY OF MAINE","Maine","New Hampshire","Graduated from HS in past 12 months","40"
"2003","161253","UNIVERSITY OF MAINE","Maine","Wisconsin","Total","2"
"2003","161253","UNIVERSITY OF MAINE","Maine","Georgia","Graduated from HS in past 12 months","1"
"2003","161253","UNIVERSITY OF MAINE","Maine","New Jersey","Total","18"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Oklahoma","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Tennessee","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","New Jersey","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Colorado","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Oklahoma","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","California","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Nebraska","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Wisconsin","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Texas","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Connecticut","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Alaska","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Michigan","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Alaska","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Massachusetts","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Colorado","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Pennsylvania","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Wyoming","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Nevada","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","US total","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","New York","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Florida","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","North Carolina","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","US total","Total","210"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Rhode Island","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Illinois","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Nebraska","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Maryland","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Massachusetts","Total","13"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Maine","Total","138"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Nevada","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Tennessee","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","New York","Total","4"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Connecticut","Total","6"
"2003","161299","MAINE MARITIME ACADEMY","Maine","North Carolina","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Ohio","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Ohio","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Wisconsin","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","South Carolina","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Total","Total","210"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Oregon","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Total","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","California","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","New Hampshire","Total","15"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Georgia","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Illinois","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Virginia","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Florida","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","South Carolina","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Oregon","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","New Jersey","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Virginia","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Georgia","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Rhode Island","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","New Hampshire","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Wyoming","Total","1"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Texas","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Michigan","Graduated from HS in past 12 months","0"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Maryland","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Pennsylvania","Total","2"
"2003","161299","MAINE MARITIME ACADEMY","Maine","Maine","Graduated from HS in past 12 months","0"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Colorado","Total","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Connecticut","Total","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Arizona","Graduated from HS in past 12 months","0"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","New Hampshire","Graduated from HS in past 12 months","0"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Total","Graduated from HS in past 12 months","138"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Alaska","Total","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Total","Total","222"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","US total","Total","212"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Maine","Graduated from HS in past 12 months","126"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Connecticut","Graduated from HS in past 12 months","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","New York","Total","2"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Georgia","Total","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Georgia","Graduated from HS in past 12 months","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","US total","Graduated from HS in past 12 months","132"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Maine","Total","202"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Colorado","Graduated from HS in past 12 months","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","New York","Graduated from HS in past 12 months","2"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Minnesota","Graduated from HS in past 12 months","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","New Hampshire","Total","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Foreign countries","Graduated from HS in past 12 months","6"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Minnesota","Total","2"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Arizona","Total","1"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Alaska","Graduated from HS in past 12 months","0"
"2003","161341","UNIVERSITY OF MAINE AT PRESQUE ISLE","Maine","Foreign countries","Total","10"
"2003","161448","NEW ENGLAND BAPTIST BIBLE COLLEGE","Maine","Maine","Total","4"
"2003","161448","NEW ENGLAND BAPTIST BIBLE COLLEGE","Maine","US total","Total","5"
"2003","161448","NEW ENGLAND BAPTIST BIBLE COLLEGE","Maine","Total","Total","5"
"2003","161448","NEW ENGLAND BAPTIST BIBLE COLLEGE","Maine","US total","Graduated from HS in past 12 months","1"
"2003","161448","NEW ENGLAND BAPTIST BIBLE COLLEGE","Maine","New Hampshire","Total","1"
"2003","161448","NEW ENGLAND BAPTIST BIBLE COLLEGE","Maine","Maine","Graduated from HS in past 12 months","0"
"2003","161448","NEW ENGLAND BAPTIST BIBLE COLLEGE","Maine","Total","Graduated from HS in past 12 months","1"
"2003","161448","NEW ENGLAND BAPTIST BIBLE COLLEGE","Maine","New Hampshire","Graduated from HS in past 12 months","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Illinois","Total","2"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Total","Total","392"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Minnesota","Graduated from HS in past 12 months","2"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Pennsylvania","Total","8"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","New Hampshire","Graduated from HS in past 12 months","53"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","New Jersey","Total","6"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","New Jersey","Graduated from HS in past 12 months","6"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","New York","Total","14"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Foreign countries","Graduated from HS in past 12 months","0"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Vermont","Graduated from HS in past 12 months","29"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Michigan","Total","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Residence not reported (balance line)","Total","11"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Michigan","Graduated from HS in past 12 months","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Vermont","Total","29"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Virginia","Total","3"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Pennsylvania","Graduated from HS in past 12 months","7"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Residence not reported (balance line)","Graduated from HS in past 12 months","0"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","New Hampshire","Total","57"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Massachusetts","Total","74"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Massachusetts","Graduated from HS in past 12 months","73"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Arizona","Total","4"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","California","Total","2"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","US total","Total","380"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Florida","Graduated from HS in past 12 months","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Maine","Total","148"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Rhode Island","Total","5"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Arizona","Graduated from HS in past 12 months","3"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Hawaii","Graduated from HS in past 12 months","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Washington","Total","2"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Washington","Graduated from HS in past 12 months","2"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Connecticut","Graduated from HS in past 12 months","17"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Maryland","Total","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","US total","Graduated from HS in past 12 months","356"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Kansas","Total","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Minnesota","Total","2"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Kansas","Graduated from HS in past 12 months","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","California","Graduated from HS in past 12 months","2"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","New York","Graduated from HS in past 12 months","14"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Total","Graduated from HS in past 12 months","356"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Virginia","Graduated from HS in past 12 months","3"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Mississippi","Graduated from HS in past 12 months","0"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Maine","Graduated from HS in past 12 months","133"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Florida","Total","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Connecticut","Total","18"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Rhode Island","Graduated from HS in past 12 months","5"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Mississippi","Total","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Maryland","Graduated from HS in past 12 months","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Illinois","Graduated from HS in past 12 months","2"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Foreign countries","Total","1"
"2003","161457","UNIVERSITY OF NEW ENGLAND","Maine","Hawaii","Total","1"
"2003","161509","MAINE COLLEGE OF ART","Maine","Total","Total","94"
"2003","161509","MAINE COLLEGE OF ART","Maine","Maine","Total","29"
"2003","161509","MAINE COLLEGE OF ART","Maine","Florida","Total","2"
"2003","161509","MAINE COLLEGE OF ART","Maine","Total","Graduated from HS in past 12 months","85"
"2003","161509","MAINE COLLEGE OF ART","Maine","South Carolina","Total","1"
"2003","161509","MAINE COLLEGE OF ART","Maine","US total","Graduated from HS in past 12 months","85"
"2003","161509","MAINE COLLEGE OF ART","Maine","US total","Total","92"
"2003","161509","MAINE COLLEGE OF ART","Maine","South Carolina","Graduated from HS in past 12 months","1"
"2003","161509","MAINE COLLEGE OF ART","Maine","Rhode Island","Graduated from HS in past 12 months","3"
"2003","161509","MAINE COLLEGE OF ART","Maine","North Carolina","Total","1"
"2003","161509","MAINE COLLEGE OF ART","Maine","Connecticut","Graduated from HS in past 12 months","6"
"2003","161509","MAINE COLLEGE OF ART","Maine","Vermont","Total","5"
"2003","161509","MAINE COLLEGE OF ART","Maine","Florida","Graduated from HS in past 12 months","2"
"2003","161509","MAINE COLLEGE OF ART","Maine","Vermont","Graduated from HS in past 12 months","5"
"2003","161509","MAINE COLLEGE OF ART","Maine","District of Columbia","Graduated from HS in past 12 months","1"
"2003","161509","MAINE COLLEGE OF ART","Maine","New York","Graduated from HS in past 12 months","6"
"2003","161509","MAINE COLLEGE OF ART","Maine","Massachusetts","Total","21"
"2003","161509","MAINE COLLEGE OF ART","Maine","New Jersey","Graduated from HS in past 12 months","3"
"2003","161509","MAINE COLLEGE OF ART","Maine","New Hampshire","Graduated from HS in past 12 months","11"
"2003","161509","MAINE COLLEGE OF ART","Maine","Connecticut","Total","7"
"2003","161509","MAINE COLLEGE OF ART","Maine","New Hampshire","Total","12"
"2003","161509","MAINE COLLEGE OF ART","Maine","Massachusetts","Graduated from HS in past 12 months","21"
"2003","161509","MAINE COLLEGE OF ART","Maine","New Jersey","Total","3"
"2003","161509","MAINE COLLEGE OF ART","Maine","District of Columbia","Total","1"
"2003","161509","MAINE COLLEGE OF ART","Maine","New York","Total","6"
"2003","161509","MAINE COLLEGE OF ART","Maine","Residence not reported (balance line)","Total","2"
"2003","161509","MAINE COLLEGE OF ART","Maine","Illinois","Total","1"
"2003","161509","MAINE COLLEGE OF ART","Maine","Maine","Graduated from HS in past 12 months","24"
"2003","161509","MAINE COLLEGE OF ART","Maine","North Carolina","Graduated from HS in past 12 months","1"
"2003","161509","MAINE COLLEGE OF ART","Maine","Residence not reported (balance line)","Graduated from HS in past 12 months","0"
"2003","161509","MAINE COLLEGE OF ART","Maine","Illinois","Graduated from HS in past 12 months","1"
"2003","161509","MAINE COLLEGE OF ART","Maine","Rhode Island","Total","3"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Michigan","Total","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Missouri","Total","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","New Mexico","Graduated from HS in past 12 months","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Massachusetts","Total","67"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Foreign countries","Graduated from HS in past 12 months","4"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Foreign countries","Total","6"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","US total","Total","935"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","New York","Graduated from HS in past 12 months","5"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","New York","Total","5"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Pennsylvania","Graduated from HS in past 12 months","2"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","New Jersey","Total","6"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","New Hampshire","Graduated from HS in past 12 months","37"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Massachusetts","Graduated from HS in past 12 months","62"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Minnesota","Graduated from HS in past 12 months","2"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Connecticut","Total","10"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","New Mexico","Total","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Missouri","Graduated from HS in past 12 months","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Wisconsin","Total","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Texas","Total","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","New Hampshire","Total","38"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Maryland","Graduated from HS in past 12 months","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Pennsylvania","Total","2"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Total","Graduated from HS in past 12 months","801"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Mississippi","Total","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Montana","Total","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Vermont","Graduated from HS in past 12 months","25"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Mississippi","Graduated from HS in past 12 months","0"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Connecticut","Graduated from HS in past 12 months","10"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Vermont","Total","26"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Montana","Graduated from HS in past 12 months","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Wisconsin","Graduated from HS in past 12 months","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Michigan","Graduated from HS in past 12 months","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Rhode Island","Total","5"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","US total","Graduated from HS in past 12 months","797"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Maine","Total","765"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Minnesota","Total","3"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Texas","Graduated from HS in past 12 months","1"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","New Jersey","Graduated from HS in past 12 months","5"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Total","Total","941"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Rhode Island","Graduated from HS in past 12 months","5"
"2003","161554","UNIVERSITY OF SOUTHERN MAINE","Maine","Maryland","Total","1"
